domain_dir,id,tier,short_title,journal_or_series,year,doi_or_url,authors_short,access_status,pipeline_mapping
03_dv_propulsion,pietrobon_1999_h2o2_kero_shuttle_boosters,T1,"Pietrobon, 'High Density Liquid Rocket Boosters for the Space Shuttle' (H2O2/kerosene LRB study)","Journal of the British Interplanetary Society (JBIS), vol. 52, pp. 163-168",1999,https://www.bris.ac.uk/~pbh/lrb.pdf (author-hosted copy),"Steven S. Pietrobon (Small World Communications, Australia)",full_text_hosted — PDF downloaded and text-extracted on this machine; hosted at 03_dv_propulsion/full_texts/pietrobon_jbis_1999_h2o2_kero_shuttle_boosters.pdf,"SECONDARY anchor for propellants.csv row 'HTP / RP-1 (peroxide biprop)'. Table 1: 98% H2O2/Kero at MR(O:F)=7.30 gives ve=3017 m/s (~308 s), density impulse Id=3940 Ns/l — independent peer-reviewed confirmation of the ~310-320 s class value for our row's O/F~7:1; also shows H2O2/Kero beats LOX/Kero (ve 3305 m/s) on density impulse, which is why peroxide/kerosene was historically chosen."
03_dv_propulsion,risha_2014_alice_jpp,T1,Combustion of Frozen Nanoaluminum and Water Mixtures (ALICE),"AIAA Journal of Propulsion and Power, 31(5), doi:10.2514/1.B34783",2014,https://arc.aiaa.org/doi/10.2514/1.B34783 (hosted copy via yang.gatech.edu),"Risha, Connell, Yetter (Penn State); Sundaram, Yang (Georgia Tech)",full_text_hosted,"propellants.csv 'Metal / water (ALICE)' row: ideal Isp 207 s sea-level / 230 s vacuum at P=1000 psia perfect expansion with 74.5 wt% active Al; measured lab-motor combustion efficiency ~69%, Isp efficiency ~64%; brackets our 210 s row from both sides"
03_dv_propulsion,pourpoint_2012_alice_feasibility,T1,Feasibility Study and Demonstration of an Aluminum and Ice Solid Propellant (ALICE sounding-rocket flight),"International Journal of Aerospace Engineering, 2012, 874076 (Hindawi/Wiley OA, CC-BY), doi:10.1155/2012/874076",2012,https://onlinelibrary.wiley.com/doi/10.1155/2012/874076 (also docs.lib.purdue.edu/context/perc_articles/article/1009),"Pourpoint, Wood, Pfeil, Tsohas, Son (Purdue University)",open_not_pulled,"propellants.csv 'Metal / water (ALICE)' row: the program's own paper documenting the actual 2009 ALICE sounding-rocket launch referenced in our notes + small-scale static tests; cites prior CEA work giving vacuum Isp >300 s at O/F~1.2, ER=100 (class ceiling above our conservative 210 s)"
03_dv_propulsion,hepp_landis_kubiak_1991_mars_co2,T2,Chemical Approaches to Carbon Dioxide Utilization for Manned Mars Missions (MARS-derived rocket fuel),"NASA TM-103728, UA/NASA SERC 2nd Annual Symposium proceedings, NTRS 19910010702",1991,https://ntrs.nasa.gov/citations/19910010702 (full text hosted),"Hepp (NASA Lewis), Landis (Sverdrup/Lewis Group), Kubiak (Purdue)",full_text_hosted,"propellants.csv 'CO / LOX (carbonaceous ISRU)' row: peer-reviewed theoretical Isp ~300 s for Mars-derived CO + O2 ('Mars mission involving processing hydrocarbon fuels about 375, the alcohols slightly less, and carbon monoxide about 300'); brackets our conservative 260 s engineering value from above; also documents why CO is the only chemical bipropellant makeable without Earth-derived hydrogen"
03_dv_propulsion,linne_1996_co_ox_ignition,T2,Experimental Evaluation of the Ignition Process of Carbon Monoxide and Oxygen in a Rocket Engine (AIAA-96-2943),"NASA TM-107267, 32nd AIAA Joint Propulsion Conference, NTRS 19960045922",1996,https://ntrs.nasa.gov/citations/19960045922 (full text hosted),Linne (NASA Lewis Research Center),full_text_hosted,"propellants.csv 'CO / LOX (carbonaceous ISRU)' row: subscale combustion tests at optimum mixture ratio O/F 0.55 with both propellants chilled to near-liquid temperatures (-197 F O2, -193 F CO) — steady-state combustion in every test; validates the cryogenic storage class our row assumes (mild_cryogen); ignition-range data for engine design"
03_dv_propulsion,sp4029_apollo_by_the_numbers,T2,"Orloff (NASA History Division), 'Apollo by the Numbers: A Statistical Reference' — NASA SP-2000-4029; per-mission burn tables for Apollo 7-17 (ignition/cutoff, duration, velocity change in ft/sec)","NASA Special Publication (History Series), ISBN 0-16-050631-X",2000,https://ntrs.nasa.gov/citations/20010008244 (title verified live on NTRS this round; public domain US-government work),"Richard W. Orloff (NASA History Division, NASA HQ)",full_text_hosted — 35 MB PDF downloaded + text-extracted on this machine from ntrs.nasa.gov; per-mission tables parsed via word-coordinate column alignment,"THE flight-data anchor for the cislunar rows of delta_v_segments.csv. VERIFIED via word-coordinate column alignment (Change ft/sec header position): TLI S-IVB 2nd-burn cutoff = A8 9,973.8 / A11 10,008.1 / A12 10,515 / A14 10,366.5 / A15 10,414.7 / A16 10,389.6 / A17 10,376 ft/s (A13 = 10,039) — landing-mission range ~3.04-3.20 km/s matches the row's stated 'Apollo TLI 3.05-3.20' essentially exactly; LOI cutoffs = A8 2,997 / A10 2,982.4 / A11 2,917.5 / A14 3,022.4 / A15 3,000.1 / A17 2,988 ft/s = 889-922 m/s vs our row 900 — near-exact, row sits mid-range (A16 table column-shifted, excluded); LM powered descent MEASURED = A15 6,813 / A16 6,703 / A17 6,698 ft/s (durations 721-739 s) = 2.04-2.08 km/s vs our row's 1,870 m/s — DISCREPANCY +9 to +11% ABOVE what we carry; LM ascent burn = A14 6,066.1 / A15 6,059 / A17 6,075.7 ft/s (durations ~431-441 s) = ~1.85 km/s component anchor for the surface-return rows"
03_dv_propulsion,dra5_2009_human_exploration_of_mars,T2,"NASA Human Exploration Program / Mars Study Capability Team, 'Human Exploration of Mars Design Reference Architecture 5.0' (DRA 5.0) — In-Space Transportation chapter with trajectory delta-V budgets for conjunction- and opposition-class missions","NASA Special Publication SP-2009-566, July 2009",2009,https://ntrs.nasa.gov/citations/20100028285 (title verified live on NTRS this round; public domain US-government work),"NASA Human Exploration Program (Mars Study Capability Team, JPL/NASA HQ)",full_text_hosted — 3.9 MB PDF downloaded + text-extracted on this machine from ntrs.nasa.gov,"TOTAL-level anchor for the Mars rows of delta_v_segments.csv: p62 verbatim 'average total delta-V was approximately 7 km/s ± 1 km/s' (conjunction class) and 'Variation of delta-V across the synodic cycle for Opposition-class missions is nearly 100% with an average total delta-V of 10 km/s ± 3.7 km/s'; our conjunction-class per-segment sum TMI(3,600)+MOI(900)+TEI-from-LMO(2,100) = ~6.6 km/s falls inside the 7±1 envelope — CONSISTENT at total level (our rows deliberately take minimum-energy low-end values, which the TMI row's note flags as a lower bound). CAVEATS: exact per-burn split lives in Figure 4-2 whose extractable layer carries only axis ticks (0-4.5 km/s) + series names (TMI/MOI/TEI), no per-line data values — vision model timed out and pixel-trace was inconclusive from this machine, so row-level TMI/MOI/TEI remain figure-dependent; ALSO the MOI row's sub-claim 'arrival v_infinity of 2.65 km/s' appears NOWHERE in DRA 5.0 extractable text (full-document search: no hits) — that specific number needs an alternate source or OCR-capable extraction in a future round"
03_dv_propulsion,qu_merrill_chai_aas19_225_hybrid_mars_e2e_optimization,T2,"Qu, Merrill & Chai (NASA Langley / Analytical Mechanics Associates), 'End to End Optimization of a Mars Hybrid Transportation Architecture' — integrated Earth departure/arrival + heliocentric trajectory + vehicle sizing for the reusable chemical+SEP hybrid architecture","AAS 19-225, 69th Space Flight Meeting proceedings (NASA MSCT)",2019,https://ntrs.nasa.gov/citations/20200002738 (title verified live on NTRS this round; public domain US-government work),"Qu (Analytical Mechanics Associates), Merrill & Chai (NASA Langley Research Center)",full_text_hosted — 10-page PDF downloaded from ntrs.nasa.gov + text-extracted on this machine; hosted copy footnoted '(Preprint) AAS 19-225' at p.1 footer = author version of the accepted proceedings paper,"Peer-reviewed Mars-Δv context anchor for a MODERN architecture in our exact mission class: verbatim threshold 'A direct burn from LDHEO during its Earth close approach is needed for Earth departure/arrival V∞ greater than 2 km/s' (p.2) — i.e., SEP cannot cover high-energy Earth departures, chemical must; supports the TMI/MOI row framing and gives a citable peer-reviewed basis for future SEP-based Mars data in economicspace"
03_dv_propulsion,chai_merrill_pfrang_qu_aas19_226_landing_site_accessibility,T2,"Chai, Merrill, Pfrang & Qu (NASA Langley / MIT / Analytical Mechanics Associates), 'Hybrid Transportation System Integrated Trajectory Design and Optimization for Mars Landing Site Accessibility' — per-opportunity ΔV breakdowns (chemical TMI/MOI/Reorient/TEI/EOI + SEP effective) across 2033-2052","AAS 19-226, 69th Space Flight Meeting proceedings (NASA MSCT)",2019,https://ntrs.nasa.gov/citations/20200002454 (title verified live on NTRS this round; public domain US-government work),"Chai & Merrill (NASA Langley Research Center), Pfrang (MIT student, 2019), Qu (Analytical Mechanics Associates)",full_text_hosted — 17-page PDF downloaded from ntrs.nasa.gov + text-extracted on this machine,Peer-reviewed quantification of opportunity-to-opportunity Mars Δv variation: verbatim SEP effective ΔV 'from 7.5 - 8.5 km/s in 2033 to 6.5 - 7.5 km/s in 2041' (p.11) with per-burn chemical breakdown figures; landing-site access ±20 deg latitude every opportunity 2033-2052 — directly supports our TMI row's 'real figure swings across the 26-month synodic cycle' framing and gives a citable modern source for Mars Δv ranges beyond DRA 5.0
03_dv_propulsion,whitley_martinez_2015_nro_staging_orbits,T1,"Martinez & Whitley (NASA JSC), ""Options for Staging Orbits in Cis-Lunar Space"" — IEEE Aerospace Conference 2015 manuscript; NTRS copy is public domain",peer-reviewed conference paper; NTRS 20150019648,2015,"NTRS 20150019648 (full text hosted this round via ntrs.nasa.gov/api/ — see access_status); venue per LPI 'Why NRHO: The Artemis Orbit' white paper citation (IEEE Aerospace Conference, Mar. 2015)",Roland Martinez; Ryan Whitley (NASA Johnson Space Center),"full_text_hosted (PDF 4.65 MB sha256=9a1e79821407... pulled live from ntrs.nasa.gov/api/citations/20150019648/downloads/; public domain — NTRS determinationType GOV_PUBLIC_USE_PERMITTED + in-text 'Government work not protected by U.S. copyright'); duplicate abstract-only record 20150013825 noted, one registration only","**the cited-but-unregistered source behind our two cislunar depot Δv rows** (delta_v_segments.csv). Table 3 (p4) 'Surface Access Costs from Various Orbits': **NRO(Polar) = 730 m/s one-way, ∆T=0.5 day** — EXACT match to the `NRHO → low lunar orbit` row (dv_m_per_s=730), which drives Module-2's cislunar sale price; NRO(Eq)=898 / ELO(0PC)=515 / PCO(Pol.)=700 / Frozen(Pol.)=808 / EM-L2(Pol.)=800 / DRO(Pol.)=830. Table 6 (p8) summary: NRO Lunar Access(→Polar LLO) '∆V = 730 m/s, ∆T=.5 day' + Earth Access merely 'Feasible'; round-trip sample missions (Table 2): 21-day total 840 m/s / 60-day 751 m/s; body: NRO access '<100 m/s TOTAL if transfer time free to be several months'. HONEST SCOPE: the paper carries NO single one-way TLI→NRO cell, so our `TLI → NRHO insertion` row (dv=450) is a consistency/ceiling anchor from this source — NOT an exact pin. Stationkeeping <10 m/s/yr (Table 6; body predicts ~5)."
04_launch_economics,hf_dataset,T3,launch-cost-to-leo (63-vehicle structured dataset),Hugging Face Datasets,2024,https://huggingface.co/datasets/juliensimon/launch-cost-to-leo,juliensimon (dataset maintainer),full_text_hosted (parquet committed; access date 2026-09-17),"row-by-row external check of launch_vehicles.csv: 5 exact matches, config-mismatch labels on 4 rows, Long March 5 flagged for range bands"
04_launch_economics,jones2018,T2,The Recent Large Reduction in Space Launch Cost (ICES-2018-81),AIAA ICES proceedings / NASA NTRS,2018,https://ntrs.nasa.gov/citations/20200001093,Jones H.W. (NASA Ames),full_text_hosted,"historical $/kg baseline: Shuttle 54,500 -> commercial ~2,700-3,900; the factor-of-20 trend behind our cost-cascade context"
04_launch_economics,terzi_nicoli_2026,T1,From Sputnik to Starship: Estimating the experience curve of space launch technology,PNAS Nexus 5(7):pgag217 (CC-BY-4.0),2026,https://doi.org/10.1093/pnasnexus/pgag217,"Terzi, A.; Nicoli, F.",full_text_hosted (Cambridge repository bitstream verified live; PMC stub + other routes failed),"THE forward-projection anchor: 4,400+ launches 1960-2025 standardized to LEO in 2024 USD; fleet avg $87,023/kg -> $3,868/kg; Wright's-law -21.2%/doubling (post-Cold-War ~44%); central forecast $1,600/kg by 2030, $300/kg by 2040"
04_launch_economics,weinzierl2018,T1,"Space, the Final Economic Frontier",Journal of Economic Perspectives 32(2):173-192 (OA; both PDF routes bot-block this machine),2018,https://doi.org/10.1257/jep.32.2.173,"Weinzierl, M.",open_not_pulled (aeaweb pdf 403 + Harvard DASH download 405; abstract + COTS figure recorded from OA landing page),"economics-journal anchor for the commercial-vs-government price gap: COTS cargo to ISS ~$89k/kg SpaceX vs $135k Orbital vs ~$272k Shuttle (Zapata 2017, as cited) — pairs with terzi_nicoli_2026 as theory + data"
04_launch_economics,metzger_2023,T1,"Metzger (UCF Florida Space Institute), 'Economics of In-Space Industry and Competitiveness of Lunar-Derived Rocket Propellant' — Acta Astronautica 211:458-479, DOI 10.1016/j.actaastro.2023.03.014 | arXiv:2303.09011 preprint read live; NO redistribution license on the preprint and Elsevier bot-blocks => recorded only",Acta Astronautica,2023,https://doi.org/10.1016/j.actaastro.2023.03.014,Metzger,"open_not_pulled (arXiv preprint read live, 50 pp; no redistribution license + Elsevier SD-blocked)",Theoretical anchor for ISRU economics: 'gear ratio on cost' G and production mass-ratio phi are the two factors that decide whether lunar propellant beats Earth-launched; prior TEAs erred by choosing high-G architectures or ignoring phi. Tent-sublimation technology has phi an order of magnitude better than the viability threshold => conclusion: lunar propellant WILL be commercially viable and should lower the cost of everything else in space. Same author as metzger_zacny_2020 (drilling) — his UCF line is now our standing reference for both ISRU physics and its economics.
04_launch_economics,yun_2023,T1,"Yun, Jo & Yoon (KAIST / Seoul National University line), 'Development Trends of Reusable Launch Vehicles' — Journal of the Korean Society for Propulsion Engineers 27(2):45-59, DOI 10.6108/kspe.2023.27.2.045 | koreascience.or.kr served the PDF directly (verified live from this machine)",KSPE,2023,https://doi.org/10.6108/kspe.2023.27.2.045,"Yun, Jo, Yoon",full_text_hosted (koreascience.or.kr direct PDF route verified live; journal is open access),"Peer-reviewed spec anchor for the Starship / New Glenn / Falcon Heavy rows of launch_vehicles.csv: comprehensive table of reusable LVs worldwide with engine configuration, total thrust and fuel — Starship CH4 7342 kN (Raptor x33 on booster + x6 ship), New Glenn BE-4 x7 methalox, plus reusability plans (New Glenn first stage designed for up to 25 flights after an initial 100-flight plan; Starship full reuse via grid fins + landing gear). Scope note: the paper does NOT tabulate payload mass or $/kg — those columns of our rows remain vendor-announced values."
04_launch_economics,askins_2021_sls_janaff_update,T2,SLS Block Capabilities Update (JANAFF briefing: 'The Power of SLS and Orion') — NTRS 20210016306,"NASA SLS Program Office presentation, JANAFF 2021",2021,https://ntrs.nasa.gov/citations/20210016306 (full text hosted),"Askins (SLS Program Infrastructure Manager, NASA)",full_text_hosted,"launch_vehicles.csv 'SLS Block 1B (Cargo)' row: EXACT payload match — official capability table gives Payload to LEO = 105 t (231.4k lbs) for both Block 1B Cargo and Crew, with the defining footnote 'LEO represents a typical 200 km circular orbit at 28.5 degrees inclination' (our row's payload_leo_kg=105000); also gives the full block ladder: B1C/B1B C+Cr = 95 t LEO, B2 Cargo/Crew = 130 t; TLI column (42/38/>27 t) cross-checks our payload_escape_kg context. $/kg side of the row already covered by jones2018 + hf_dataset."
04_launch_economics,nasa_esd30000_sls_mission_planners_guide,T2,"SLS Mission Planner's Guide (ESD-30000, Version A) — NTRS 20190000736",NASA Exploration Systems Development document ESD 30000,2018,https://ntrs.nasa.gov/citations/20190000736 (full text hosted),"NASA SLS Program Office (official program document, approved for public release)",full_text_hosted,"launch_vehicles.csv 'SLS Block 1B (Cargo)' row: the official performance-definition source — Section 4.2 mass delivery definitions + Earth-orbit performance; body text verified: Block 1 LEO capability >95 t ('more than 209,439 lbm'), Block 1B EUS delivers up to 88,185 lbm (40 t) to lunar vicinity; defines the mass-delivery methodology behind every SLS number in our row family. Companion anchor to askins_2021 for the exact 105 t LEO figure."
04_launch_economics,zapata_2017_cots_crs_lcc_assessment,T2,An Assessment of Cost Improvements in the NASA COTS/CRS Program and Implications for Future NASA Missions — NTRS 20170008895,"AIAA conference paper (NASA KSC), published Sept 2017, archived on NTRS",2017,https://ntrs.nasa.gov/citations/20170008895 (full text hosted),Zapata (NASA Kennedy Space Center),full_text_hosted,"launch_vehicles.csv cost side: NASA-verified Falcon 9 development cost ~$390M total ($300M F9 + $90M F1) vs NAFCOM traditional estimates of $1.7B-$4.0B — the primary peer-reviewed anchor for why our usd_per_kg_to_leo=4253 (Falcon 9 reusable row, list_price_usd=74000000) sits ~10x below legacy vehicles; also gives operational recurring cost per actual kg delivered to ISS: SpaceX $89,000/kg vs Orbital ATK $135,000/kg vs Shuttle what-if ~$272,000/kg (Table 1), and the COTS/CRS LCC methodology for comparing launch services across vehicles. Companion cost anchor to jones2018 + hf_dataset."
04_launch_economics,webb_2016_is_it_worth_it_reusable_econ,T2,"Is It Worth It? The Economics of Reusable Space Transportation — NTRS 20160013370 (ICEAA 2016 International Training Symposium, Bristol)",ICEAA 2016 International Training Symposium proceedings; NASA PCEC Launch Services ROM Estimator documentation,2016,https://ntrs.nasa.gov/citations/20160013370 (full text hosted),Webb (KAR Enterprises),full_text_hosted,"launch_vehicles.csv cost side: the official documentation of the NASA PCEC Launch Services ROM Estimator — a destination x mass-breakpoint price table in 2015$ (M15$) per launch. Verified from the PDF's word coordinates (ragged matrix, not every cell filled): GEO <3,000 kg = $120M / >3,000 kg = $140M; Planetary <1,000 kg = $80M / 1,000-2,000 kg = $110M / >2,000 kg = $175M; Polar <1,000 kg = $55M / 1,000-2,000 kg = $85M / >2,000 kg = $130M; Lunar <500 kg = $85M / >500 kg = $160M; LEO <500 kg = $40M / >500 kg = $80M; Helio (all masses) = $100M. The paper's worked example (a 500 kg payload 'on the order of' ~$50M, i.e. ~$100,000/kg) is a rough illustration of price-per-kg falling with mass; it does not pin down a single table cell and should be cited as an order-of-magnitude example only. This is the peer-reviewed basis for order-of-magnitude sanity checks on our usd_per_kg_to_leo/gto/escape columns and for the 'price per flight vs price per kg' distinction that underpins how list_price_usd should be interpreted in module 4."
04_launch_economics,zapata_2017_state_of_play_us_space_systems,T2,"The State of Play US Space Systems Competitiveness: Prices, Productivity, and Other Measures of Launchers & Spacecraft (FISO Seminar presentation)",NASA Kennedy Space Center / NTRS 20170009967,2017,https://ntrs.nasa.gov/citations/20170009967,"Zapata, Edgar (NASA KSC)",full_text_hosted,"launch_vehicles.csv payload-mass side (LEO 200 km / 28.5 deg circ., matching our CSV orbit convention): page-15 capability chart gives per-launcher maximum LEO payload in kg, each value mapped to its column label by PDF word x-coordinate — Delta IV Heavy = 28,790 kg [EXACT match to delta_iv_heavy row payload_leo_kg=28790]; Atlas V 551 (Private Sector Customer) = 18,856 kg [near-exact vs atlas_v_551 row payload_leo_kg=18850; our value is the rounded figure, delta 6 kg / 0.03%]; Falcon 9 (all four customer classes: private, NASA ISS block-buy, DoD GPS, NASA LSP Class-C) = 22,800 kg each — the vehicle's rated MAX LEO capability; our falcon_9_reusable row uses 17,400 kg which sits below it as expected for a reusability-derated rating (ceiling anchor + consistency check, not an exact pin); Falcon Heavy (Private Sector Customer) = 63,800 kg — the expendable-side-core rating vs our falcon_heavy reusable-cores row at 57,000 kg (same relationship). Also gives per-launcher $/kg and price-per-launch in 2017$ (Falcon 9 private ~$2,719-$4,232/kg; Delta IV Heavy $8,644/kg; SLS no-EUS $54,627/kg) — a second independent cost-side cross-check complementing jones2018 + zapata_2017_cots_crs_lcc_assessment."
04_launch_economics,nasa_oig_2021_ig-22-003_artemis_missions,T2,NASA's Management of the Artemis Missions (IG-22-003),NASA Office of Inspector General / oig.nasa.gov/docs/IG-22-003.pdf,2021,https://oig.nasa.gov/docs/IG-22-003.pdf,NASA OIG (Office of Audits),full_text_hosted,"launch_vehicles.csv cost side - SLS Block 1 row: verbatim $4.1B per launch for a single SLS/Orion system, Artemis I-IV (EXACT pin to the note's ~$4.1B); components $2.2B rocket production + $568M/yr KSC ground systems + Orion ~$1B ($300M ESA SM); also backs the SLS Block 1B row's historical $4.1B price tag"
04_launch_economics,nasa_oig_2023_ig-24-001_sls_epoc_transition,T2,NASA's Transition of the Space Launch System to a Commercial Services Contract (IG-24-001),NASA Office of Inspector General / oig.nasa.gov/wp-content/uploads/2023/10/ig-24-001.pdf,2023,https://oig.nasa.gov/wp-content/uploads/2023/10/ig-24-001.pdf,NASA OIG (Office of Audits),full_text_hosted,"launch_vehicles.csv cost side - SLS Block 1 row's 'at least $2.5B recurring' sub-claim: verbatim 'a single SLS Block 1B will cost at least $2.5 billion to produce' (scope = Block 1B/EPOC production, excludes SE&I); documents the upward price trajectory from IG-22-003's $2.2B ('the price has increased')"
04_launch_economics,nasa_oig_2020_ig-20-012_sls_program_costs_contracts,T2,NASA's Management of Space Launch System Program Costs and Contracts (IG-20-012),NASA Office of Inspector General / oig.nasa.gov/wp-content/uploads/2024/02/IG-20-012.pdf,2020,https://oig.nasa.gov/wp-content/uploads/2024/02/IG-20-012.pdf,NASA OIG (Office of Audits),full_text_hosted,"""operational_costs.csv row 7 high end + launch_vehicles.csv cost side - FIRST institutional unit price for an expendable hydrolox upper stage: verbatim 'missed an opportunity to buy the hardware for a second ICPS for $29 million' (p23) vs our ~$30M Centaur III figure (+3.4% high; consistency anchor, scope = flight-unit hardware only); flight+test pair '$46 million' (p36, ~$23M/unit); Artemis I all-in ICPS estimate $358M vs KDP-C 2014 $157M (+128%); EUS development >$500M with production suspended Dec-2019 (context for the Feb-2026 Block 1B/EUS cancellation)"""
04_launch_economics,nasa_oig_2023_ig-23-015_booster_engine_contracts,T2,NASA's Management of the Space Launch System Booster and Engine Contracts (IG-23-015),NASA Office of Inspector General / oig.nasa.gov/docs/IG-23-015.pdf,2023,https://oig.nasa.gov/docs/IG-23-015.pdf,NASA OIG (Office of Audits),full_text_hosted,"""launch_vehicles.csv cost side - RS-25 per-unit manufacturing anchor: verbatim 'The current estimated manufacturing cost per engine, after Artemis VI, is $70.5 million' vs Shuttle-era '$104.5 million' (p36); +$6B booster/engine contract growth to $13.1B through 2031; 'increases our projected cost of each SLS by $144 million ... at least $4.2 billion' per Artemis launch (p20, independent re-derivation of the IG-22-003 ~$4.1B/flight anchor)"""
04_launch_economics,nasa_oig_2022_ct-2022-01_artemis_status_testimony,T2,"Keeping Our Sights on Mars Part 3 - OIG Status Update & Review of NASA's Artemis Initiative (CT-2022-01, Jan 20 2022) - $53B FY21-25 / **$93B** FY12-25 program estimates; SLS/Orion system **$4.1B per launch** for Artemis I-IV with fn2 scope definition (SLS production + Orion + ground ops, excl development); ABC overrun +33% -> +43% by Nov 2021; PPE +$78.5M cross-check",NASA Office of Inspector General congressional testimony CT-2022-01 (House Subcommittee on Space and Aeronautics),2022,https://oig.nasa.gov/docs/CT-2022-01.pdf,"Paul K. Martin, Inspector General","full_text_hosted - 344 KB PDF pulled live from oig.nasa.gov this machine R69 (sha256=d1c1983b86ddb8a9...); public domain; p2 $53B + fn1 $93B, p4 projection sentence + cost-driver clause, p3 fn2 scope definition, p6 ABC/$17B program history, p8 PPE growth, p10 price-tag quote extracted verbatim","PRIMARY institutional scope-definition anchor for launch_vehicles.csv 'SLS Block 1' row (value $2.65B, band [$2.5B,$2.8B], vehicle-only per note): p3 fn2 defines the widely quoted **$4.1B** as production of SLS + Orion + ground operations incl materials/labor/facilities/overhead, EXCLUDING development and next-gen tech (EUS / docking system / Mobile Launcher 2) -> our vehicle-only centre is below the OIG's own element split (already-registered IG-22-003: $2.2B SLS production + $568M EGS = $2.77B; delta -4.26% - inside band). p10 'half of which is related to SLS' (~$2.05B) is a rough attribution, not a line item (fn2 shows vehicle+ground alone = ~68% of the system figure) -> consistency anchor, no revision forced. Cross-domain: d7 - OIG estimate **$93B** total Artemis program FY2012-2025 (p2 fn1); d11 cross-check - PPE +$78.5M since May 2019 award matches IG-21-004 exactly."
05_inspace_operations,lac_bac_2024,T1,Local vs broad area cooling for LH2 boil-off reduction (arXiv),arXiv:2412.11720,2024,https://arxiv.org/abs/2412.11720,(see paper),full_text_hosted,hydrolox 0.05%/day anchored at top of peer-reviewed range (0.04-0.24); MLI-spread visibility; reliquefaction 5 kWh/kg for ZBO economics
05_inspace_operations,zero_bo_off_2025,T1,Zero boil-off LH2 transfer strategies: export terminal case study (arXiv),arXiv:2512.04609,2025,https://arxiv.org/abs/2512.04609,(see paper),full_text_hosted,in-space transfer loss row: peer-reviewed lower bound 0-1 wt% vs our 3%; range_low should move toward ~1 with space-hardware caveat
05_inspace_operations,ssap_2021,T1,Silicate-Sulfuric Acid Process for ISRU (arXiv),arXiv:2107.05872,2021,https://arxiv.org/abs/2107.05872,(see paper),full_text_hosted,first per-asteroid-type beneficiation yield table (Table 3): external check on Module 2 commodity split; within-type spread argues for subtyping; ~950C processing temperature anchor
05_inspace_operations,kleinhenz_2016,T2,Regolith Volatile Recovery at Simulated Lunar Environments,"NASA Glenn / Honeybee, NTRS 20160010281 (public domain)",2016,https://ntrs.nasa.gov/api/citations/20160010281/downloads/20160010281.pdf,"Kleinhenz, J.; Paulsen, G.; Zacny, K. et al.",full_text_hosted (NTRS API + PDF verified live),"anchors 'Volatile cargo containment' row: 88% of sample water LOST through coring/auger capture in controlled lunar-sim hardware — the sealed/shaded hold is measured volatility demand, not margin; also a verifiable NTRS handle for the named-but-unlinked 'Zacny et al.' excavation citation"
05_inspace_operations,kleinhenz_2018,T2,Volatiles Loss from Water Bearing Regolith Simulant at Lunar Environments,"NASA Glenn/KSC/Ames, NTRS 20180005235 (public domain)",2018,https://ntrs.nasa.gov/api/citations/20180005235/downloads/20180005235.pdf,"Kleinhenz, J.; Smith, J.; Roush, T. et al.",full_text_hosted (NTRS API + PDF verified live),mechanism citation for 'Water liberation energy' row: bound/regolith volatiles escape to vacuum unless heated extraction + cold trapping — validates the dehydroxylation-heating model in our notes field
05_inspace_operations,carlson_2024,T2,In-Situ Resource Utilization Modeling of a Lunar Water Processing System (SIMA),"NASA JSC, NTRS 20240007647 (public domain)",2024,https://ntrs.nasa.gov/api/citations/20240007647/downloads/20240007647.pdf,"Carlson, A.; Andersen, N.; Collins, J.",full_text_hosted (NTRS API + PDF verified live); context-only — no specific-energy figures printed in the deck (verified by full-text search),validates our operational_costs.csv decomposition: NASA's own plant breakdown (excavation -> collection/transfer -> extraction dryer+cold trap -> electrolysis) mirrors our cost lines; headline finding = H2 liquefaction/storage dominates ISRU energy/mass
05_inspace_operations,nextc_ppu_2020,T2,"The NEXT-C Power Processing Unit: Lessons Learned from the Design, Build, and Test of the NEXT-C PPU for APL's DART Mission","NASA Glenn / ZIN Technologies, NTRS 20205004248 (public domain)",2020,https://ntrs.nasa.gov/api/citations/20205004248/downloads/20205004248.pdf,"Bontempo, J.J.; Brigeman, A.N.; Fain, H.B. et al.",full_text_hosted (NTRS API + PDF verified live from this machine),"EXACT ANCHOR for 'Power processing unit specific mass' row: 34.5 kg PPU at 0.5-7 kW output = our 4.7 kg/kW to the digit; system efficiency 94.8% (prototype) / 93.9% (flight, DART) bounds the PPU half of our total-eta=0.60 row"
05_inspace_operations,next_highpower_2025,T2,NEXT Discharge and Performance Characterization for High Power Operation,JANNAF 2025 conference paper; NTRS record carries abstract page only,2025,https://ntrs.nasa.gov/api/citations/20250006541/downloads/20250006541.pdf,"Obenchain, R.A.; Cretel, C.M.; Wirz, R.E.; Thomas, R.E.",open_not_pulled (NTRS serves 1-page abstract PDF only; full paper behind conference link — abstract recorded in full),context anchor for the high-power end of electric rows: peer-reviewed NEXT scaling work above ~7 kW where Module 4 extrapolates past every flown article
